ID,LLM,Ratio_VD_S,Ratio_Nom,Ratio_LW_S,av_nominal_deps_NN,cl_av_deps,nn_all_nominal_deps_NN_struct,volume,abundance,mattr_50,evenness_50,disparity,dispersion_per_100,QWE_Score,BERTScore_F1
lyrics01420,Gemini,0.875,1.8049,0.4375,1.63636363636,2.48484848485,0.0,298,139,0.761606,0.962038,1.052469,9.731544,0.7906,0.8323
lyrics01421,Gemini,0.9,1.9706,0.6,1.53731343284,2.65384615385,0.0149253731343,240,120,0.762932,0.963825,1.036842,11.25,0.8012,0.8206
lyrics01422,Gemini,0.875,2.0909,0.75,1.54901960784,2.45454545455,0.0196078431373,165,95,0.742586,0.953996,1.026667,8.484848,0.7674,0.8203
lyrics01423,Gemini,0.75,3.12,0.3333,1.80952380952,2.57142857143,0.238095238095,230,121,0.77547,0.967133,1.022222,9.565217,0.6657,0.8136
lyrics01424,Gemini,0.5294,1.9655,0.3529,1.66055045872,2.51219512195,0.0366972477064,410,233,0.807756,0.965591,1.030769,6.341463,0.8087,0.8313
lyrics01425,Gemini,0.7692,2.3235,0.4615,1.49350649351,2.38709677419,0.012987012987,268,142,0.755799,0.958476,1.053571,10.447761,0.8494,0.8172
lyrics01426,Gemini,0.5556,1.6757,0.4444,1.76666666667,2.56,0.0333333333333,226,135,0.789831,0.969283,1.0,9.292035,0.8169,0.8426
lyrics01427,Gemini,0.7,1.641,0.8,1.56923076923,2.21428571429,0.0307692307692,230,127,0.747514,0.952032,1.06,7.391304,0.7923,0.8216
lyrics01428,Gemini,0.7778,2.5,0.4444,1.53703703704,2.47058823529,0.0,196,100,0.711293,0.94529,1.051282,8.163265,0.6356,0.7903
lyrics01429,Gemini,0.6,2.0,0.5,1.87931034483,2.47619047619,0.0,205,120,0.774103,0.962862,1.086022,8.292683,0.6177,0.8041
lyrics01430,Gemini,0.8182,1.7222,0.4545,1.61764705882,2.56666666667,0.0,234,137,0.760324,0.960087,1.018519,8.974359,0.6868,0.8107
lyrics01431,Gemini,0.6667,1.8462,0.5556,1.77777777778,2.63157894737,0.0222222222222,179,114,0.818923,0.970944,1.047619,7.26257,0.8343,0.8457
lyrics01432,Gemini,0.8333,2.2424,0.5833,1.48529411765,2.44,0.0294117647059,242,153,0.811399,0.972337,1.034783,8.264463,0.6694,0.8131
lyrics01433,Gemini,0.8889,2.3182,0.5556,1.58333333333,2.5,0.0,173,100,0.754355,0.942733,1.025641,7.514451,0.7423,0.8227
lyrics01434,Gemini,0.9167,1.5814,0.6667,1.72602739726,2.6,0.0,294,155,0.75502,0.957576,1.05814,7.142857,0.6426,0.7957
lyrics01435,Gemini,0.8333,1.3171,0.6667,1.5,2.51515151515,0.0333333333333,236,133,0.766096,0.966928,1.018692,12.711864,0.6541,0.8053
lyrics01436,Gemini,0.7273,2.5882,0.3636,1.58974358974,2.25,0.0,265,137,0.686481,0.930656,1.0,5.660377,0.7388,0.8191
lyrics01437,Gemini,0.7778,1.7273,0.5556,1.40740740741,2.27586206897,0.037037037037,194,114,0.762069,0.959152,1.045977,8.247423,0.681,0.7901
lyrics01438,Gemini,0.3333,3.0,0.2222,1.72,2.06666666667,0.02,182,97,0.724361,0.949959,1.0,7.692308,0.7559,0.7997
lyrics01439,Gemini,0.8571,2.0,0.8571,1.6,2.05263157895,0.0222222222222,151,94,0.77902,0.969419,1.105263,7.94702,0.7159,0.7853
lyrics01440,Gemini,0.6667,1.7027,0.5,1.7,3.0,0.0,246,136,0.767716,0.966876,1.0,10.569106,0.6228,0.8091
lyrics01441,Gemini,0.9231,1.625,0.5385,1.59420289855,2.42424242424,0.0289855072464,245,155,0.821531,0.972456,1.031746,8.163265,0.7779,0.8242
lyrics01442,Gemini,0.9167,2.3333,0.3333,1.53846153846,2.80769230769,0.0769230769231,227,132,0.760112,0.959763,1.04,8.370044,0.783,0.8422
lyrics01443,Gemini,0.9167,2.2188,0.5833,1.32857142857,2.375,0.0,217,111,0.72,0.943942,1.021978,6.912442,0.6652,0.7946
lyrics01444,Gemini,0.8667,1.8056,0.4,1.70588235294,2.48387096774,0.0,249,139,0.7659,0.964189,1.054054,9.638554,0.7423,0.8078
lyrics01445,Gemini,0.6,2.3793,0.6,1.59701492537,2.41666666667,0.0149253731343,224,125,0.758514,0.959011,1.019802,8.035714,0.6244,0.8077
lyrics01446,Gemini,0.9,2.0345,0.9,1.55769230769,2.5,0.0769230769231,205,118,0.777179,0.957391,1.066667,7.804878,0.792,0.8315
lyrics01447,Gemini,0.5833,2.625,0.25,1.44827586207,2.42105263158,0.0172413793103,196,117,0.773197,0.96677,1.022222,8.673469,0.8292,0.8346
lyrics01448,Gemini,1.0,1.8788,0.875,1.43333333333,2.92,0.0,210,113,0.808199,0.966984,1.040698,6.666667,0.6467,0.8059
lyrics01449,Gemini,1.0,2.0,0.3077,1.42045454545,2.54838709677,0.0340909090909,279,153,0.791565,0.968943,1.034483,9.318996,0.7478,0.822
lyrics01450,Gemini,1.0,1.5556,0.7,1.6,2.7037037037,0.0166666666667,224,128,0.770171,0.961387,1.020408,9.375,0.7703,0.825
lyrics01451,Gemini,0.8571,1.8462,0.5714,1.67105263158,2.79310344828,0.0263157894737,281,156,0.814914,0.971597,1.033898,10.320285,0.7758,0.8282
lyrics01452,Gemini,0.875,1.6667,0.625,1.63265306122,2.65,0.0204081632653,170,110,0.798017,0.971186,1.022727,7.058824,0.73,0.8246
lyrics01453,Gemini,0.9,2.4,0.7,1.7037037037,2.57142857143,0.0740740740741,216,128,0.787904,0.970052,1.019802,8.333333,0.7924,0.8209
lyrics01454,Gemini,0.8125,2.2821,0.375,1.43529411765,2.48484848485,0.152941176471,278,155,0.776769,0.963372,1.016129,8.633094,0.8453,0.8379
lyrics01455,Gemini,1.0,2.2,0.6667,1.86046511628,2.6875,0.046511627907,155,99,0.749245,0.945662,1.0,4.516129,0.8266,0.8476
lyrics01456,Gemini,0.7857,1.9149,0.7857,1.65909090909,2.60975609756,0.102272727273,322,177,0.769158,0.963678,1.027778,7.453416,0.8094,0.8363
lyrics01457,Gemini,0.5833,1.8889,0.3333,1.6,2.33333333333,0.0571428571429,243,153,0.815258,0.971557,1.016667,7.81893,0.7448,0.8377
lyrics01458,Gemini,0.4167,2.1,0.5,1.75,2.1,0.0,194,108,0.741793,0.953237,1.0,7.731959,0.5378,0.7746
lyrics01459,Gemini,0.9,2.4091,0.5,1.91836734694,2.29411764706,0.102040816327,178,107,0.756744,0.95021,1.0,6.741573,0.7245,0.8224
lyrics01460,Gemini,0.8462,1.4286,0.3846,1.640625,2.33333333333,0.015625,241,130,0.807917,0.975013,1.061224,9.543568,0.7512,0.7785
lyrics01461,Gemini,0.7,1.8,0.5,1.8125,2.5,0.046875,227,144,0.813034,0.970975,1.035714,8.810573,0.7858,0.8328
lyrics01462,Gemini,0.5714,3.2353,0.7143,1.77551020408,2.8125,0.102040816327,180,107,0.828092,0.969223,1.053333,5.555556,0.8795,0.8425
lyrics01463,Gemini,1.0,1.6154,0.6667,1.58695652174,2.9,0.0217391304348,171,95,0.748852,0.959346,1.028169,9.94152,0.7093,0.813
lyrics01464,Gemini,0.8462,1.9677,0.4615,1.69642857143,2.375,0.160714285714,218,118,0.793018,0.966144,1.045455,7.33945,0.8075,0.8307
lyrics01465,Gemini,0.9231,2.4167,0.6154,1.74545454545,2.85714285714,0.0181818181818,209,110,0.7565,0.958202,1.0,7.177033,0.6773,0.7978
lyrics01466,Gemini,1.0,2.2222,0.8333,1.8,2.375,0.0,146,90,0.765979,0.958655,1.028571,8.90411,0.7482,0.7931
lyrics01467,Gemini,0.7,1.8,0.7,1.83333333333,2.46153846154,0.0555555555556,213,126,0.788171,0.965055,1.020619,10.328638,0.824,0.8385
lyrics01468,Gemini,1.0,2.56,0.5556,1.59649122807,2.85,0.122807017544,202,131,0.796993,0.964021,1.020619,7.920792,0.6428,0.8079
lyrics01469,Gemini,0.875,2.05,0.875,1.60869565217,2.88888888889,0.0217391304348,160,101,0.787387,0.964571,1.0,6.875,0.7736,0.8327
lyrics01470,Gemini,0.6875,3.1,0.5,1.57142857143,2.38709677419,0.0833333333333,284,161,0.768511,0.960437,1.059259,9.15493,0.751,0.8154
lyrics01471,Gemini,1.0,2.25,0.6667,1.73333333333,2.13043478261,0.0,218,113,0.775621,0.955956,1.045455,6.880734,0.7242,0.8038
lyrics01472,Gemini,0.8333,2.6667,0.5,1.86486486486,2.27272727273,0.027027027027,131,82,0.749268,0.95678,1.033333,7.633588,0.7754,0.8519
lyrics01473,Gemini,0.9091,1.625,0.5455,1.80769230769,2.19230769231,0.0,218,132,0.778462,0.96712,1.018692,9.633028,0.5696,0.7931
lyrics01474,Gemini,0.8182,1.5714,0.5455,1.35,2.63636363636,0.0375,273,173,0.820357,0.972063,1.014815,4.761905,0.7081,0.8125
lyrics01475,Gemini,0.8889,1.9,0.4444,1.47368421053,2.16666666667,0.0,195,110,0.74411,0.951268,1.022727,7.692308,0.8051,0.8302
lyrics01476,Gemini,0.625,1.775,0.6875,1.69117647059,2.44,0.0147058823529,248,132,0.744724,0.945999,1.035398,6.854839,0.808,0.8263
lyrics01477,Gemini,0.8462,1.6667,0.7692,1.29508196721,2.58620689655,0.016393442623,213,121,0.739268,0.946674,1.042105,5.633803,0.7311,0.8095
lyrics01478,Gemini,0.5556,2.0323,0.4444,1.6,2.34782608696,0.0166666666667,221,134,0.763837,0.948706,1.0,4.977376,0.7952,0.8267
lyrics01479,Gemini,0.5,2.4,0.4167,1.67088607595,2.63333333333,0.0506329113924,287,172,0.808235,0.970856,1.0,8.710801,0.7571,0.8413
lyrics01480,Gemini,0.4667,2.0278,0.6667,1.65151515152,2.58064516129,0.0757575757576,271,159,0.813153,0.970064,1.033058,8.487085,0.7854,0.8238
lyrics01481,Gemini,0.8889,2.0,0.6667,1.56818181818,2.66666666667,0.0454545454545,152,94,0.775146,0.967831,1.054054,11.184211,0.6047,0.7906
lyrics01482,Gemini,0.9,2.7241,0.3,1.64864864865,2.70833333333,0.0135135135135,263,154,0.797944,0.965718,1.031496,7.984791,0.74,0.8202
lyrics01483,Gemini,1.0,2.4516,0.5,1.59154929577,2.73076923077,0.0281690140845,258,150,0.772823,0.963795,1.016393,8.914729,0.7707,0.8302
lyrics01484,Gemini,0.7857,2.0303,0.5714,1.7,2.62068965517,0.0428571428571,255,144,0.769612,0.955457,1.05,4.313725,0.751,0.8267
lyrics01485,Gemini,1.0,1.5789,0.5,1.76666666667,2.71428571429,0.116666666667,230,128,0.812265,0.973312,1.019417,9.130435,0.7656,0.8383
lyrics01486,Gemini,0.7273,2.2121,0.4545,1.86153846154,2.03703703704,0.153846153846,240,147,0.804188,0.965202,1.0,6.666667,0.8224,0.8574
lyrics01487,Gemini,0.5,2.7391,0.5,1.85714285714,2.0,0.0714285714286,209,135,0.799,0.962018,1.0,6.220096,0.7775,0.8415
lyrics01488,Gemini,0.5,2.1154,0.8,1.52083333333,2.5,0.0416666666667,181,110,0.755909,0.954737,1.047059,7.18232,0.7514,0.8366
lyrics01489,Gemini,0.8,2.8529,0.8,1.60869565217,2.86206896552,0.054347826087,306,168,0.772218,0.955058,1.022222,6.535948,0.7982,0.8514
lyrics01490,Gemini,0.9091,2.16,0.4545,1.44230769231,2.59090909091,0.0,176,105,0.749134,0.948334,1.024096,6.818182,0.6689,0.8322
lyrics01491,Gemini,1.0,1.7105,0.4615,1.34426229508,2.6875,0.016393442623,239,141,0.775158,0.962272,1.0,7.949791,0.6757,0.8073
lyrics01492,Gemini,0.6923,2.4375,0.6923,1.73529411765,2.6,0.0147058823529,254,132,0.741756,0.947384,1.058824,5.905512,0.8149,0.8327
lyrics01493,Gemini,0.7,2.0741,0.5,1.61111111111,2.30434782609,0.0185185185185,192,122,0.786434,0.966251,1.0,8.854167,0.8162,0.8439
lyrics01494,Gemini,0.6,2.2553,0.2667,1.6568627451,2.63157894737,0.0,382,207,0.808108,0.965768,1.035294,6.020942,0.8248,0.83
lyrics01495,Gemini,0.6429,1.7895,0.4286,1.49206349206,2.42857142857,0.031746031746,260,152,0.780095,0.960428,1.052174,6.538462,0.885,0.8491
lyrics01496,Gemini,0.5,1.725,0.4286,1.56338028169,2.46666666667,0.0704225352113,253,142,0.800686,0.962905,1.036364,8.695652,0.775,0.8329
lyrics01497,Gemini,1.0,1.9286,0.6667,1.77083333333,2.73684210526,0.0,186,104,0.757226,0.957108,1.05,6.451613,0.6585,0.8103
lyrics01498,Gemini,1.0,1.76,0.75,1.46,2.45454545455,0.0,171,104,0.80082,0.964303,1.026316,8.77193,0.8373,0.8471
lyrics01499,Gemini,0.6471,1.3258,0.8235,1.66379310345,2.19230769231,0.0172413793103,436,227,0.779173,0.96574,1.086957,8.256881,0.8193,0.8287
lyrics01500,Gemini,0.9167,1.6591,0.5,1.82857142857,2.38235294118,0.1,271,147,0.831532,0.974836,1.063559,7.749077,0.7604,0.8307
lyrics01501,Gemini,0.4444,2.3182,0.4444,1.67391304348,2.35294117647,0.130434782609,169,109,0.7685,0.950133,1.025,8.87574,0.8389,0.8339
lyrics01502,Gemini,1.0,1.7561,0.4167,1.48051948052,2.45161290323,0.0649350649351,255,127,0.785922,0.971703,1.02,9.803922,0.7129,0.8149
lyrics01503,Gemini,0.9,1.697,0.5,1.56363636364,2.38095238095,0.0,202,122,0.769935,0.95654,1.0,7.920792,0.8636,0.8344
lyrics01504,Gemini,0.75,1.8372,0.8333,1.73611111111,2.62962962963,0.0138888888889,274,135,0.769333,0.954075,1.019802,6.934307,0.7689,0.8377
lyrics01505,Gemini,0.8333,1.8,0.5833,1.45833333333,2.6,0.0138888888889,263,154,0.825794,0.977438,1.068376,9.505703,0.7494,0.8405
lyrics01506,Gemini,0.9167,1.7561,0.4167,1.5,2.37142857143,0.0119047619048,281,154,0.751552,0.953264,1.03252,6.405694,0.7627,0.8234
lyrics01507,Gemini,0.8182,2.0,0.6364,1.60317460317,2.40909090909,0.0,205,115,0.770897,0.955949,1.0,8.780488,0.8134,0.824
lyrics01508,Gemini,0.9167,1.7714,0.5833,1.79104477612,2.46428571429,0.0298507462687,241,127,0.787604,0.965669,1.057692,7.053942,0.7908,0.8235
lyrics01509,Gemini,0.875,2.1892,0.5,1.56962025316,2.92857142857,0.0,279,140,0.748348,0.949596,1.055556,6.09319,0.6864,0.8279
lyrics01510,Gemini,0.8462,1.8529,0.3077,1.51612903226,2.4,0.0161290322581,207,125,0.747342,0.943892,1.019802,6.280193,0.7371,0.8307
lyrics01511,Gemini,0.8333,2.05,0.5,1.32142857143,2.60714285714,0.0357142857143,267,147,0.756514,0.954521,1.018182,7.865169,0.7764,0.8314
lyrics01512,Gemini,0.55,1.5441,0.55,1.6261682243,2.34,0.00934579439252,404,192,0.750704,0.956137,1.048077,8.663366,0.8561,0.8417
lyrics01513,Gemini,0.9091,2.5429,0.4545,1.725,2.36666666667,0.05,281,153,0.780948,0.964832,1.064,8.185053,0.6745,0.7921
lyrics01514,Gemini,0.7647,2.0638,0.7647,1.68965517241,2.61764705882,0.0574712643678,330,164,0.753879,0.952913,1.029197,7.878788,0.7251,0.7967
lyrics01515,Gemini,0.75,2.1786,0.5,1.72881355932,2.22727272727,0.0338983050847,217,119,0.765595,0.955737,1.021978,6.451613,0.8241,0.8548
lyrics01516,Gemini,0.6364,1.9259,0.4545,1.57894736842,2.38095238095,0.0,192,104,0.731469,0.955568,1.0,10.416667,0.7111,0.813
lyrics01517,Gemini,0.7692,2.1111,0.6154,1.65853658537,2.45454545455,0.0,291,161,0.779339,0.954506,1.059055,6.872852,0.7958,0.8306
lyrics01518,Gemini,0.875,1.7297,0.625,1.50793650794,2.39130434783,0.0952380952381,206,121,0.747898,0.941632,1.0,5.825243,0.7982,0.8252
lyrics01519,Gemini,0.7857,1.6154,0.2857,1.50746268657,2.5,0.0298507462687,239,139,0.807789,0.96564,1.038462,5.857741,0.7931,0.8289
lyrics01520,Gemini,1.0,2.25,0.6667,1.68571428571,2.15384615385,0.0,122,73,0.791781,0.960545,1.033898,9.836066,0.6769,0.7942
lyrics01521,Gemini,0.7778,2.1143,0.6667,1.68115942029,2.82608695652,0.0434782608696,245,145,0.823469,0.970886,1.051724,7.346939,0.8,0.8263
lyrics01522,Gemini,0.75,2.1034,0.3333,1.890625,2.45833333333,0.03125,235,144,0.823441,0.972596,1.0,6.382979,0.514,0.782
lyrics01523,Gemini,0.9286,1.9773,0.6429,1.72727272727,2.44117647059,0.113636363636,314,182,0.774264,0.963839,1.039735,8.280255,0.7535,0.823
lyrics01524,Gemini,0.9,2.3571,0.4,1.37878787879,2.90476190476,0.030303030303,228,134,0.797989,0.965247,1.0,7.017544,0.7507,0.8242
lyrics01525,Gemini,0.9091,1.7941,0.6364,1.64615384615,2.44827586207,0.0,240,136,0.79288,0.963649,1.057143,8.333333,0.7846,0.8334
lyrics01526,Gemini,0.9167,2.0606,0.5,1.52112676056,2.56666666667,0.0281690140845,243,133,0.738041,0.954264,1.054054,6.995885,0.6826,0.8173
lyrics01527,Gemini,0.4375,2.0882,0.5,1.76811594203,2.21739130435,0.0289855072464,244,111,0.703282,0.957436,1.055294,11.885246,0.6789,0.8064
lyrics01528,Gemini,0.5455,1.7143,0.4545,1.64814814815,2.47619047619,0.0,195,124,0.784247,0.963027,1.020833,6.153846,0.6951,0.8093
lyrics01529,Gemini,0.5714,2.1364,0.5,1.49514563107,2.75,0.0388349514563,331,161,0.782482,0.960396,1.063492,7.854985,0.8777,0.8568
lyrics01530,Gemini,1.0,1.4865,0.7,1.5593220339,2.92,0.0,223,131,0.787241,0.968331,1.070755,8.071749,0.6963,0.8156
lyrics01531,Gemini,0.8333,2.3333,1.0,1.54545454545,2.71428571429,0.0,150,94,0.765941,0.961386,1.028571,10.0,0.6563,0.8175
lyrics01532,Gemini,0.6429,1.5641,0.3571,1.74603174603,2.46428571429,0.031746031746,240,133,0.736754,0.960834,1.018519,13.333333,0.732,0.8149
lyrics01533,Gemini,0.8889,1.6957,0.6667,1.47727272727,2.35,0.0,152,93,0.756117,0.965318,1.028169,10.526316,0.7972,0.8237
lyrics01534,Gemini,0.9,2.2083,0.7,1.71153846154,2.39130434783,0.0192307692308,197,113,0.764054,0.961945,1.068182,10.152284,0.7918,0.8349
lyrics01535,Gemini,0.8889,2.5714,0.7778,1.578125,2.5,0.0,212,107,0.692638,0.926456,1.05,7.54717,0.598,0.7861
lyrics01536,Gemini,0.7273,2.0,0.6364,1.56578947368,2.66666666667,0.0263157894737,287,151,0.749076,0.95431,1.0,8.362369,0.7411,0.8179
lyrics01537,Gemini,0.5,2.2083,0.5,1.62962962963,2.73684210526,0.111111111111,181,119,0.809848,0.968663,1.06383,7.18232,0.8047,0.8568
lyrics01538,Gemini,1.0,1.8696,0.5,1.575,2.45,0.075,151,93,0.768431,0.967634,1.0,9.271523,0.7843,0.859
lyrics01539,Gemini,1.0,1.5806,0.6667,1.55555555556,2.72727272727,0.0,196,119,0.771293,0.964091,1.021978,9.693878,0.6917,0.8226
lyrics01540,Gemini,0.9091,1.9722,0.7273,1.59701492537,2.82142857143,0.0597014925373,254,151,0.806634,0.970805,1.033898,8.267717,0.8472,0.8466
lyrics01541,Gemini,0.5833,2.0,0.4167,1.43243243243,2.34482758621,0.0,232,109,0.685464,0.927944,1.091954,6.465517,0.7695,0.8116
lyrics01542,Gemini,0.625,1.5417,0.5,1.67441860465,2.68421052632,0.0232558139535,164,105,0.815826,0.975004,1.0,8.536585,0.8056,0.8384
lyrics01543,Gemini,0.9,1.6111,0.7,1.56666666667,2.44,0.0166666666667,218,130,0.804734,0.962224,1.0,5.045872,0.6507,0.8032
lyrics01544,Gemini,0.6923,2.3171,0.9231,1.3625,2.5,0.1,261,145,0.838962,0.978842,1.112069,8.812261,0.673,0.8109
lyrics01545,Gemini,0.8889,2.0312,0.3333,1.42424242424,2.47619047619,0.0,209,115,0.731125,0.948221,1.021739,6.698565,0.613,0.8055
lyrics01546,Gemini,0.8571,1.3966,0.7857,1.6265060241,2.40476190476,0.0120481927711,313,175,0.819848,0.976485,1.055556,9.265176,0.7275,0.8119
lyrics01547,Gemini,0.625,2.75,0.625,1.60869565217,2.41176470588,0.0,182,107,0.793835,0.972491,1.025316,9.89011,0.8209,0.8385
lyrics01548,Gemini,1.0,1.7308,0.75,1.62790697674,2.5,0.0697674418605,173,96,0.695323,0.940895,1.026667,6.936416,0.7105,0.8152
lyrics01549,Gemini,0.4444,2.0417,0.7778,1.54545454545,2.64705882353,0.0227272727273,159,84,0.688,0.93219,1.030303,6.289308,0.7127,0.8089
lyrics01550,Gemini,0.5556,2.24,0.7778,1.3275862069,2.85714285714,0.0,198,114,0.784161,0.968752,1.0,10.10101,0.8227,0.8254
lyrics01551,Gemini,0.8333,2.0513,1.0,1.49382716049,2.58823529412,0.0246913580247,281,158,0.812069,0.963644,1.016393,6.761566,0.7842,0.8224
lyrics01552,Gemini,0.4375,3.4074,0.4375,1.74074074074,2.60869565217,0.0246913580247,283,143,0.753932,0.956407,1.05,6.713781,0.8158,0.8199
lyrics01553,Gemini,0.8,2.0213,0.5333,1.67032967033,2.73529411765,0.0,326,176,0.785993,0.956903,1.049217,6.441718,0.627,0.8069
lyrics01554,Gemini,1.0,1.6792,0.7857,1.45454545455,2.71794871795,0.012987012987,293,131,0.72377,0.945842,1.019231,7.849829,0.5877,0.7859
lyrics01555,Gemini,0.8182,1.9211,0.2727,1.60810810811,2.58620689655,0.0,257,160,0.816442,0.968591,1.01626,8.171206,0.7316,0.836
lyrics01556,Gemini,0.75,2.1795,0.5833,1.6375,2.45161290323,0.0625,279,163,0.775826,0.956777,1.0,6.451613,0.8095,0.8473
lyrics01557,Gemini,0.9,2.5357,0.7,1.55405405405,2.53846153846,0.0135135135135,253,118,0.737059,0.956649,1.042553,9.486166,0.6937,0.7977
lyrics01558,Gemini,1.0,1.72,0.625,1.77272727273,2.55555555556,0.0,168,102,0.779664,0.967449,1.049383,10.714286,0.6871,0.8037
lyrics01559,Gemini,0.8462,1.4038,0.9231,1.54929577465,3.0,0.0281690140845,288,137,0.743431,0.95501,1.040404,9.722222,0.679,0.815
lyrics01560,Gemini,0.8333,1.8378,0.75,1.58461538462,2.74074074074,0.0,244,134,0.780103,0.965509,1.037736,9.836066,0.7804,0.8181
lyrics01561,Gemini,1.0,2.5385,1.0,1.55882352941,3.41666666667,0.0294117647059,120,80,0.824225,0.974799,1.0,10.0,0.624,0.8204
lyrics01562,Gemini,0.875,2.2857,0.75,1.6875,2.75,0.0,166,102,0.76906,0.955956,1.025316,7.831325,0.6444,0.8006
lyrics01563,Gemini,0.75,1.84,0.625,1.35897435897,2.33333333333,0.0512820512821,157,98,0.798519,0.972324,1.0,9.55414,0.7994,0.8252
lyrics01564,Gemini,0.7,1.9189,0.6,1.71830985915,2.56,0.0140845070423,249,154,0.7985,0.964098,1.058201,7.630522,0.7704,0.8016
lyrics01565,Gemini,0.75,1.5882,0.875,1.53703703704,2.33333333333,0.0185185185185,206,115,0.737452,0.94911,1.021978,6.31068,0.7873,0.84
lyrics01566,Gemini,0.5455,2.3,0.6364,1.46153846154,2.35,0.0153846153846,222,109,0.732832,0.936125,1.022727,4.954955,0.7479,0.8163
lyrics01567,Gemini,0.8462,2.0769,0.6154,1.81690140845,2.14814814815,0.056338028169,267,144,0.777064,0.952897,1.071038,6.741573,0.6852,0.7975
lyrics01568,Gemini,0.4545,2.1034,0.6364,1.57971014493,2.37037037037,0.0289855072464,222,136,0.795029,0.963364,1.019231,7.207207,0.8401,0.8416
lyrics01569,Gemini,0.7368,1.7895,0.4211,1.5,2.49019607843,0.0714285714286,383,190,0.764671,0.963671,1.022876,9.138381,0.8471,0.8424
lyrics01570,Gemini,0.9444,1.875,0.5,1.44705882353,2.07894736842,0.0,300,150,0.758725,0.957805,1.039683,7.333333,0.7144,0.7835
lyrics01571,Gemini,1.0,1.2174,1.0,1.68965517241,2.5625,0.0689655172414,118,75,0.796522,0.970842,1.070175,8.474576,0.727,0.8323
lyrics01572,Gemini,0.7857,1.5682,0.3571,1.45205479452,2.48571428571,0.027397260274,263,142,0.715327,0.951213,1.0,9.505703,0.7158,0.8291
lyrics01573,Gemini,0.9375,2.0333,0.4375,1.69230769231,2.48148148148,0.0,232,125,0.755847,0.959755,1.039216,9.051724,0.747,0.8108
lyrics01574,Gemini,0.8333,1.4878,0.5833,1.6,2.63333333333,0.0,245,124,0.768163,0.964348,1.051471,10.204082,0.6781,0.8078
lyrics01575,Gemini,1.0,1.9333,0.75,1.33333333333,2.54545454545,0.015873015873,194,115,0.802621,0.969357,1.139535,7.731959,0.7669,0.818
lyrics01576,Gemini,0.8889,1.7059,0.5556,1.515625,2.28,0.015625,220,131,0.749591,0.957481,1.039216,9.545455,0.6411,0.8183
lyrics01577,Gemini,0.7857,2.0192,0.4286,1.46808510638,2.08571428571,0.0212765957447,336,168,0.765575,0.959139,1.041958,8.333333,0.838,0.8373
lyrics01578,Gemini,0.5556,1.9355,0.6667,1.53846153846,2.28571428571,0.0576923076923,185,100,0.754706,0.951597,1.021127,8.108108,0.8639,0.8527
lyrics01579,Gemini,0.8667,1.8974,0.4667,1.61428571429,2.24137931034,0.0142857142857,250,135,0.76199,0.959488,1.037383,8.8,0.7335,0.8126
lyrics01580,Gemini,0.8125,1.8049,0.5625,1.57534246575,2.64705882353,0.013698630137,275,152,0.778407,0.964339,1.044355,7.272727,0.685,0.8007
lyrics01581,Gemini,1.0,1.4375,0.8889,1.56818181818,2.58333333333,0.0454545454545,184,116,0.808593,0.970883,1.044944,8.152174,0.7681,0.8326
lyrics01582,Gemini,1.0,2.4815,0.7778,1.59090909091,2.63157894737,0.0,213,118,0.728049,0.950383,1.043478,7.511737,0.6689,0.804
lyrics01583,Gemini,0.5625,2.1277,0.375,1.45054945055,2.24324324324,0.043956043956,326,188,0.819206,0.976147,1.061688,9.202454,0.7789,0.818
lyrics01584,Gemini,0.8889,1.55,0.6111,1.53191489362,2.72340425532,0.0,366,174,0.789211,0.966383,1.01049,7.923497,0.6622,0.7854
lyrics01585,Gemini,0.9167,1.95,0.9167,1.62162162162,2.36363636364,0.0,286,147,0.797468,0.969789,1.029661,9.79021,0.6699,0.7919
lyrics01586,Gemini,0.8889,1.5862,0.5556,1.44,2.22727272727,0.02,175,107,0.775238,0.960718,1.025316,8.0,0.8601,0.8459
lyrics01587,Gemini,0.9231,2.7059,0.7692,1.38043478261,2.5625,0.0,297,125,0.725081,0.940407,1.038835,5.723906,0.7043,0.7965
lyrics01588,Gemini,0.9091,1.8621,0.5455,1.67272727273,2.59090909091,0.0181818181818,195,111,0.74137,0.952748,1.02439,8.717949,0.7101,0.8047
lyrics01589,Gemini,0.875,1.4062,0.5,1.4693877551,2.47619047619,0.0204081632653,187,113,0.787391,0.971017,1.02381,9.625668,0.7631,0.8333
lyrics01590,Gemini,0.6364,1.8205,0.7273,1.42352941176,2.8,0.0117647058824,286,150,0.793418,0.974833,1.035398,10.839161,0.837,0.8339
lyrics01591,Gemini,0.9091,2.0526,0.7273,1.42424242424,2.38461538462,0.0909090909091,241,117,0.766563,0.956288,1.0,7.46888,0.7338,0.788
lyrics01592,Gemini,0.75,2.8182,0.5,1.72549019608,2.44444444444,0.078431372549,178,124,0.861395,0.978718,1.0,6.741573,0.8647,0.8649
lyrics01593,Gemini,0.8182,2.0,0.5455,1.62121212121,2.57692307692,0.0151515151515,237,139,0.795319,0.962008,1.037037,6.329114,0.7474,0.8222
lyrics01594,Gemini,0.75,1.8438,0.5833,1.50909090909,2.30769230769,0.0909090909091,190,113,0.808369,0.971475,1.085227,8.421053,0.7588,0.8199
lyrics01595,Gemini,1.0,1.6452,0.5,1.68085106383,2.4347826087,0.0212765957447,184,115,0.792444,0.961032,1.022472,5.978261,0.5848,0.8124
