ID,LLM,Ratio_VD_S,Ratio_Nom,Ratio_LW_S,av_nominal_deps_NN,cl_av_deps,nn_all_nominal_deps_NN_struct,volume,abundance,mattr_50,evenness_50,disparity,dispersion_per_100,QWE_Score,BERTScore_F1
lyrics00000,Gemini,0.875,2.0,0.5,1.55555555556,2.54838709677,0.0246913580247,281,150,0.770431,0.962325,1.060345,7.829181,0.7751,0.8302
lyrics00001,Gemini,0.9167,1.5333,0.4167,1.47368421053,2.45714285714,0.0263157894737,275,151,0.766814,0.96162,1.067227,12.0,0.8071,0.8401
lyrics00002,Gemini,0.7857,2.56,0.3571,1.88888888889,2.4,0.0185185185185,217,128,0.797619,0.968834,1.032362,9.21659,0.7452,0.8062
lyrics00003,Gemini,0.6667,1.2903,0.5556,1.78723404255,2.22727272727,0.0,173,109,0.801774,0.969641,1.089286,7.514451,0.77,0.8196
lyrics00004,Gemini,0.5,2.2703,0.5,1.6875,2.4375,0.0125,287,156,0.793109,0.95436,1.061983,4.529617,0.8138,0.8384
lyrics00005,Gemini,1.0,1.8,0.5714,1.7,2.78947368421,0.0,177,93,0.736875,0.953478,1.026667,8.474576,0.6544,0.8287
lyrics00006,Gemini,0.9091,1.7576,0.6364,1.41071428571,2.625,0.0178571428571,206,107,0.724968,0.948031,1.05,11.165049,0.7468,0.8272
lyrics00007,Gemini,0.8333,2.6,0.8333,1.625,2.76923076923,0.025,139,84,0.758444,0.951814,1.031746,5.035971,0.8536,0.8459
lyrics00008,Gemini,1.0,3.4444,0.6667,1.53125,3.0,0.0,110,71,0.754098,0.964589,1.075472,8.181818,0.8155,0.8507
lyrics00009,Gemini,0.7,1.7188,0.5,1.77777777778,2.23076923077,0.037037037037,205,122,0.784103,0.96824,1.014851,9.268293,0.7756,0.8164
lyrics00010,Gemini,0.5,2.1786,0.5,1.50819672131,2.69230769231,0.0327868852459,219,122,0.778471,0.966957,1.022472,8.219178,0.8582,0.8557
lyrics00011,Gemini,1.0,1.8889,0.875,1.46296296296,2.47619047619,0.0,185,112,0.766324,0.952709,1.069767,7.027027,0.6607,0.7937
lyrics00012,Gemini,1.0,3.0588,0.8333,1.56862745098,2.82352941176,0.0392156862745,165,106,0.772759,0.94284,1.022472,4.242424,0.7363,0.8012
lyrics00013,Gemini,1.0,1.75,0.4286,1.53333333333,2.625,0.0666666666667,125,83,0.801579,0.97409,1.059322,8.8,0.7753,0.8438
lyrics00014,Gemini,1.0,1.3721,1.1,1.61403508772,2.5,0.0,230,124,0.810166,0.975642,1.020408,10.0,0.7441,0.8119
lyrics00015,Gemini,0.75,1.9697,0.625,1.69841269841,2.54545454545,0.0634920634921,217,131,0.780357,0.963505,1.0,5.990783,0.7866,0.8335
lyrics00016,Gemini,1.0,2.1111,0.8571,1.63157894737,2.45454545455,0.0,221,141,0.788023,0.96808,1.038835,7.692308,0.7587,0.8256
lyrics00017,Gemini,0.9167,1.8293,0.5,1.64615384615,2.0,0.0,234,121,0.71827,0.946539,1.042553,9.401709,0.8177,0.8365
lyrics00018,Gemini,0.6429,1.8125,0.4286,1.54716981132,2.29166666667,0.0,209,117,0.76375,0.968179,1.0,9.569378,0.6987,0.8232
lyrics00019,Gemini,0.9,1.8,0.8,1.63157894737,3.09523809524,0.0175438596491,217,127,0.79381,0.969059,1.020202,6.451613,0.8243,0.8443
lyrics00020,Gemini,0.8333,2.4444,0.5833,1.77966101695,2.64,0.0169491525424,236,153,0.811551,0.971678,1.04918,6.355932,0.8044,0.8258
lyrics00021,Gemini,0.7333,1.5312,0.4,1.41176470588,2.19230769231,0.0,179,112,0.779385,0.966505,1.047059,7.821229,0.8488,0.842
lyrics00022,Gemini,0.9,1.7576,0.6,1.60317460317,2.73913043478,0.015873015873,219,121,0.784588,0.969253,1.020408,8.219178,0.8285,0.8411
lyrics00023,Gemini,1.0,1.5897,0.7,1.39655172414,2.72413793103,0.0172413793103,226,131,0.772994,0.96004,1.075269,9.734513,0.8088,0.8476
lyrics00024,Gemini,0.7692,1.5957,0.6923,1.525,2.63333333333,0.0,280,145,0.783896,0.962723,1.04386,7.857143,0.7451,0.8278
lyrics00025,Gemini,1.0,1.963,0.6,1.45454545455,2.39130434783,0.0,198,99,0.71557,0.950045,1.05,10.10101,0.6789,0.7976
lyrics00026,Gemini,0.6667,1.8261,0.75,1.59259259259,2.73529411765,0.0493827160494,290,163,0.781245,0.960197,1.031008,7.586207,0.8035,0.842
lyrics00027,Gemini,0.9333,1.283,0.7333,1.48529411765,2.5,0.0,279,155,0.813739,0.974205,1.017094,9.677419,0.682,0.8103
lyrics00028,Gemini,0.7273,1.963,0.4545,1.55555555556,2.54545454545,0.0,187,106,0.75913,0.962308,1.024691,8.55615,0.8074,0.8329
lyrics00029,Gemini,0.7778,2.3913,0.5556,1.55102040816,2.16666666667,0.0204081632653,184,100,0.730963,0.953267,1.027397,10.326087,0.8178,0.8449
lyrics00030,Gemini,0.4286,1.8065,0.8571,1.68421052632,2.19047619048,0.0,203,113,0.73026,0.94384,1.06044,6.896552,0.8289,0.8306
lyrics00031,Gemini,1.0,2.0,0.4286,1.55263157895,2.75,0.0263157894737,152,91,0.759417,0.964084,1.030769,9.210526,0.8228,0.8334
lyrics00032,Gemini,1.0,1.8947,0.7143,1.72972972973,2.64285714286,0.0,141,88,0.785435,0.970007,1.029851,9.929078,0.6769,0.8196
lyrics00033,Gemini,0.7143,2.08,0.8571,1.72916666667,2.66666666667,0.0208333333333,170,113,0.791736,0.955369,1.061111,5.294118,0.821,0.8633
lyrics00034,Gemini,1.0,1.56,0.4286,1.86842105263,2.5,0.0,146,93,0.767423,0.962911,1.0,8.219178,0.7095,0.8245
lyrics00035,Gemini,0.8462,1.7667,0.3846,1.7962962963,2.54166666667,0.037037037037,208,123,0.757107,0.963114,1.020202,8.653846,0.6495,0.8163
lyrics00036,Gemini,0.8667,1.7736,0.6,1.62765957447,2.55813953488,0.0106382978723,351,170,0.781788,0.967367,1.062937,8.831909,0.7157,0.7958
lyrics00037,Gemini,0.8,2.0769,0.7,1.4625,2.5,0.0,257,134,0.722115,0.940746,1.036036,7.392996,0.6926,0.8047
lyrics00038,Gemini,1.0,1.7073,0.9091,1.58441558442,2.74285714286,0.012987012987,288,173,0.802762,0.972141,1.058394,9.027778,0.6256,0.8022
lyrics00039,Gemini,0.5714,2.4706,1.0,1.70588235294,2.23076923077,0.0,142,85,0.806667,0.962528,1.030303,6.338028,0.6531,0.7988
lyrics00040,Gemini,0.875,1.2903,0.375,1.5,2.625,0.0238095238095,175,97,0.751905,0.959826,1.027027,9.142857,0.6079,0.8045
lyrics00041,Gemini,0.7778,1.9545,0.5556,1.58695652174,2.35294117647,0.0,157,88,0.720185,0.950533,1.028571,9.55414,0.6587,0.7992
lyrics00042,Gemini,0.6,1.8077,0.4,1.60674157303,1.94736842105,0.0449438202247,306,167,0.776498,0.961307,1.030303,8.169935,0.685,0.7991
lyrics00043,Gemini,0.8,1.5854,0.6,1.50704225352,2.77419354839,0.0281690140845,249,140,0.7876,0.969503,1.018692,10.040161,0.7594,0.8182
lyrics00044,Gemini,0.7857,1.7105,0.5714,1.80769230769,2.2,0.115384615385,214,118,0.779152,0.960046,1.055556,7.009346,0.7861,0.8373
lyrics00045,Gemini,0.8,2.1395,0.9333,1.33333333333,2.56756756757,0.0833333333333,299,156,0.79752,0.968969,1.073077,8.695652,0.8135,0.8313
lyrics00046,Gemini,0.75,1.76,0.625,1.48780487805,2.57894736842,0.0975609756098,152,101,0.791262,0.968231,1.054054,8.552632,0.8389,0.8411
lyrics00047,Gemini,0.5,2.4,0.6667,1.74285714286,2.46153846154,0.0857142857143,131,81,0.757317,0.959846,1.0,9.160305,0.7537,0.8542
lyrics00048,Gemini,1.0,2.2692,0.3333,1.64406779661,2.34782608696,0.0677966101695,201,125,0.814079,0.972888,1.021505,8.955224,0.7126,0.8224
lyrics00049,Gemini,0.3529,1.7222,0.3529,1.62921348315,2.22222222222,0.0786516853933,310,177,0.812797,0.967304,1.027972,6.129032,0.7588,0.8149
lyrics00050,Gemini,0.8333,1.6316,0.3333,1.58928571429,2.44,0.0,208,105,0.710063,0.940867,1.097561,9.134615,0.5947,0.7951
lyrics00051,Gemini,0.8889,2.0,0.7778,1.46511627907,2.5625,0.0697674418605,151,88,0.746275,0.948388,1.028169,9.271523,0.6197,0.8066
lyrics00052,Gemini,1.0,2.0,0.75,1.62,3.0,0.04,176,109,0.769449,0.96713,1.068966,10.795455,0.7208,0.8212
lyrics00053,Gemini,0.75,4.7143,0.625,2.0,2.75,0.0384615384615,192,95,0.723077,0.957797,1.065789,10.416667,0.6677,0.8012
lyrics00054,Gemini,0.8667,2.25,1.0,1.54054054054,2.64285714286,0.0135135135135,248,143,0.797789,0.972788,1.038095,9.677419,0.7951,0.8312
lyrics00055,Gemini,0.875,1.6538,0.75,1.64285714286,3.05,0.0,178,107,0.780155,0.967667,1.076923,9.550562,0.7333,0.8252
lyrics00056,Gemini,1.0,1.84,0.75,1.59090909091,2.60869565217,0.0,170,106,0.785124,0.962912,1.018293,7.058824,0.707,0.8189
lyrics00057,Gemini,1.0,1.9474,0.8571,1.77142857143,3.0,0.0285714285714,138,89,0.786292,0.965233,1.0,10.144928,0.6194,0.8075
lyrics00058,Gemini,0.8889,2.7037,0.6667,1.67164179104,2.68421052632,0.0149253731343,227,121,0.750562,0.945418,1.098566,6.167401,0.603,0.7968
lyrics00059,Gemini,0.8571,2.027,0.7857,1.50704225352,2.74074074074,0.0,258,136,0.737416,0.951143,1.057143,8.914729,0.7067,0.808
lyrics00060,Gemini,1.0,1.5385,0.5,1.39130434783,2.15384615385,0.0,149,100,0.8384,0.981568,1.054054,8.053691,0.7838,0.8376
lyrics00061,Gemini,0.8571,1.5588,0.8571,1.54716981132,2.19047619048,0.0754716981132,185,107,0.817794,0.972667,1.090361,10.27027,0.6249,0.7774
lyrics00062,Gemini,0.5714,1.5217,0.5714,1.7,2.46666666667,0.0,144,96,0.804842,0.968219,1.08,6.25,0.7377,0.7942
lyrics00063,Gemini,1.0,1.6538,0.875,1.42857142857,2.7,0.0,180,103,0.739084,0.961293,1.051948,10.555556,0.7192,0.8203
lyrics00064,Gemini,0.875,1.4615,0.25,1.38636363636,2.36363636364,0.0909090909091,158,102,0.832477,0.976262,1.052632,10.126582,0.8671,0.851
lyrics00065,Gemini,0.5,2.56,0.9,1.69811320755,2.3,0.0377358490566,206,126,0.789045,0.95602,1.021277,6.796117,0.8785,0.8666
lyrics00066,Gemini,0.7857,2.4474,0.5714,1.7619047619,2.32352941176,0.047619047619,314,161,0.768377,0.956798,1.0,8.598726,0.8386,0.8355
lyrics00067,Gemini,0.875,1.7097,0.5,1.675,2.59090909091,0.05,184,98,0.738519,0.961287,1.0,10.326087,0.6894,0.8114
lyrics00068,Gemini,0.8462,2.4242,0.5385,1.60256410256,2.5652173913,0.0,250,133,0.76209,0.948871,1.037037,6.0,0.814,0.8325
lyrics00069,Gemini,0.8889,1.8824,0.7778,1.46153846154,2.66666666667,0.0,231,121,0.720659,0.948687,1.055263,7.792208,0.8183,0.8399
lyrics00070,Gemini,0.9091,1.64,0.6364,1.56097560976,2.36842105263,0.0,157,104,0.788148,0.962414,1.05,7.006369,0.7522,0.8425
lyrics00071,Gemini,0.8889,1.7727,0.4444,1.625,2.47368421053,0.05,152,101,0.785631,0.968246,1.050633,9.210526,0.7596,0.8329
lyrics00072,Gemini,1.0,1.7436,1.1667,1.55714285714,2.47058823529,0.0285714285714,252,150,0.805813,0.971082,1.079832,7.936508,0.7445,0.8113
lyrics00073,Gemini,0.8,2.4483,0.5333,1.640625,2.69230769231,0.046875,238,140,0.805503,0.964859,1.0,7.142857,0.7367,0.8271
lyrics00074,Gemini,0.7273,2.25,0.2727,1.515625,2.56,0.046875,217,123,0.772976,0.959625,1.061798,9.21659,0.8421,0.8468
lyrics00075,Gemini,0.7778,2.25,0.5556,1.56923076923,2.75,0.0153846153846,214,124,0.764364,0.957373,1.02,6.542056,0.8141,0.8328
lyrics00076,Gemini,0.4615,2.5556,0.4615,1.49230769231,2.48,0.0153846153846,220,132,0.770058,0.95943,1.01165,8.636364,0.8116,0.8456
lyrics00077,Gemini,1.0,1.7917,0.6667,1.48717948718,2.4375,0.0,153,103,0.760769,0.963572,1.075,9.803922,0.6414,0.8058
lyrics00078,Gemini,1.0,1.7368,0.8333,1.68571428571,2.41176470588,0.0,139,89,0.798,0.972733,1.028169,8.633094,0.6308,0.8098
lyrics00079,Gemini,1.0,2.125,0.6667,1.74468085106,2.5,0.0212765957447,181,108,0.768485,0.962688,1.02381,9.392265,0.7705,0.8378
lyrics00080,Gemini,0.7,1.6154,0.6,1.75409836066,2.72,0.0,258,151,0.810048,0.966484,1.032258,7.364341,0.6797,0.808
lyrics00081,Gemini,0.9167,2.5556,0.3333,1.71428571429,2.52,0.142857142857,284,151,0.770298,0.958874,1.048246,7.394366,0.8091,0.8165
lyrics00082,Gemini,0.7778,1.7097,0.4444,1.78947368421,2.60869565217,0.0175438596491,223,127,0.804368,0.974387,1.035,7.174888,0.7448,0.8096
lyrics00083,Gemini,0.7,1.8409,1.1,1.55696202532,2.87096774194,0.0126582278481,292,166,0.822634,0.96833,1.052972,5.136986,0.6693,0.8119
lyrics00084,Gemini,0.8182,2.36,0.4545,1.72222222222,2.23076923077,0.0185185185185,203,127,0.768052,0.955665,1.0,6.896552,0.7618,0.8372
lyrics00085,Gemini,0.6667,1.5667,0.5556,1.54166666667,2.3,0.0,165,93,0.763621,0.966963,1.08,10.30303,0.5895,0.7838
lyrics00086,Gemini,0.8667,1.5122,0.4667,1.45,2.32258064516,0.0,221,125,0.764651,0.967912,1.042553,10.859729,0.7369,0.8149
lyrics00087,Gemini,1.0,1.4118,0.6667,1.71739130435,2.5,0.0,197,116,0.76973,0.964637,1.066667,7.614213,0.7055,0.8225
lyrics00088,Gemini,0.7692,2.1951,0.6923,1.78947368421,2.41379310345,0.0657894736842,276,149,0.773304,0.953958,1.051282,6.884058,0.7756,0.813
lyrics00089,Gemini,0.7692,2.129,0.6154,1.70491803279,2.73076923077,0.016393442623,238,126,0.810265,0.973512,1.040816,9.663866,0.7079,0.818
lyrics00090,Gemini,0.7778,1.425,0.7778,1.43103448276,2.77777777778,0.0172413793103,212,129,0.784172,0.959155,1.061224,7.54717,0.7073,0.8146
lyrics00091,Gemini,0.4545,1.9184,0.6364,1.34210526316,2.44444444444,0.0,274,140,0.765956,0.954675,1.114815,6.934307,0.6545,0.7979
lyrics00092,Gemini,0.7273,1.7188,0.5455,1.51063829787,2.52,0.0,179,112,0.793077,0.966835,1.045455,7.26257,0.6492,0.8032
lyrics00093,Gemini,0.6667,1.6296,0.6667,1.52631578947,2.58823529412,0.0,141,84,0.770435,0.957706,1.03125,7.092199,0.6492,0.8022
lyrics00094,Gemini,0.875,1.3793,0.625,1.34693877551,2.71428571429,0.0,179,107,0.789231,0.970948,1.047619,9.497207,0.6926,0.8324
lyrics00095,Gemini,0.5833,2.2632,0.6667,1.63414634146,2.38709677419,0.0,285,131,0.719068,0.944587,1.057692,8.421053,0.7339,0.8375
lyrics00096,Gemini,0.75,2.4737,0.625,1.73684210526,2.75862068966,0.0210526315789,330,177,0.781566,0.954607,1.013889,6.969697,0.7896,0.8302
lyrics00097,Gemini,0.9,1.3056,0.7,1.48,2.67857142857,0.0,202,109,0.769804,0.962039,1.025,9.90099,0.6008,0.7996
lyrics00098,Gemini,0.8,1.4048,0.4,1.30158730159,2.64,0.015873015873,222,117,0.759306,0.960707,1.0,9.459459,0.6969,0.8241
lyrics00099,Gemini,0.75,2.4583,0.625,1.64912280702,2.57142857143,0.0175438596491,209,117,0.76925,0.951388,1.05,5.263158,0.7402,0.8189
lyrics00100,Gemini,0.7778,2.3846,0.3333,1.62264150943,2.21739130435,0.132075471698,204,116,0.812903,0.968912,1.044444,6.372549,0.7939,0.8295
lyrics00101,Gemini,0.6667,2.6,1.0,1.71428571429,2.76923076923,0.171428571429,126,80,0.752468,0.94162,1.033898,4.761905,0.8822,0.8639
lyrics00102,Gemini,0.6667,1.75,0.3333,1.54838709677,2.38461538462,0.0645161290323,118,83,0.790145,0.966113,1.0,10.169492,0.8391,0.86
lyrics00103,Gemini,0.875,2.2174,0.875,1.64705882353,2.89473684211,0.0588235294118,183,109,0.746567,0.952492,1.090535,7.103825,0.77,0.8358
lyrics00104,Gemini,1.0,2.7391,0.625,1.81967213115,2.6,0.0819672131148,215,113,0.759759,0.953839,1.103371,6.046512,0.7333,0.8178
lyrics00105,Gemini,1.0,2.15,0.625,1.45,2.68421052632,0.025,157,102,0.819074,0.979712,1.060606,11.464968,0.8024,0.8488
lyrics00106,Gemini,0.9375,1.4426,0.625,1.57303370787,2.74468085106,0.0337078651685,364,160,0.804381,0.974703,1.015748,9.065934,0.5707,0.7815
lyrics00107,Gemini,0.8462,2.7826,0.6154,1.6862745098,2.75,0.0588235294118,201,121,0.835526,0.977132,1.021277,8.457711,0.7753,0.834
lyrics00108,Gemini,0.9,1.7273,0.7,1.34920634921,2.62962962963,0.015873015873,214,120,0.748121,0.960155,1.022727,10.280374,0.829,0.8426
lyrics00109,Gemini,1.0,1.9615,1.0,1.65306122449,2.52380952381,0.0408163265306,174,100,0.78864,0.965794,1.025,8.62069,0.7865,0.839
lyrics00110,Gemini,0.6667,1.75,0.4,1.52459016393,2.39285714286,0.016393442623,214,115,0.739273,0.963843,1.022222,10.747664,0.8272,0.8399
lyrics00111,Gemini,1.0,1.4643,0.75,1.52380952381,2.32,0.0952380952381,159,109,0.823636,0.974134,1.077922,8.176101,0.7656,0.8422
lyrics00112,Gemini,0.4167,1.9444,0.5833,1.50724637681,2.44444444444,0.101449275362,238,137,0.782751,0.970856,1.019608,12.184874,0.8274,0.8259
lyrics00113,Gemini,0.75,2.5,0.375,1.5,2.73529411765,0.05,322,167,0.77685,0.961459,1.075758,7.763975,0.7665,0.8427
lyrics00114,Gemini,0.4167,1.619,0.5,1.57746478873,2.48484848485,0.056338028169,271,160,0.808559,0.972344,1.016529,8.118081,0.7806,0.8326
lyrics00115,Gemini,0.5385,2.0588,0.5385,1.25333333333,2.71428571429,0.04,249,140,0.8082,0.962287,1.020408,6.425703,0.7981,0.8241
lyrics00116,Gemini,0.6667,2.1702,0.4667,1.32954545455,2.55,0.0909090909091,310,165,0.791341,0.971625,1.057796,10.645161,0.8321,0.8313
lyrics00117,Gemini,0.5,2.4524,0.6111,1.49397590361,2.6,0.132530120482,305,169,0.797109,0.973367,1.044715,11.803279,0.8418,0.8492
lyrics00118,Gemini,0.4,2.1667,0.6,1.52941176471,2.32,0.0980392156863,202,121,0.777778,0.963736,1.022222,7.920792,0.7907,0.8315
lyrics00119,Gemini,0.5556,1.9722,0.6667,1.68965517241,2.42307692308,0.120689655172,227,134,0.758876,0.951908,1.018519,6.60793,0.8135,0.8522
lyrics00120,Gemini,0.5263,2.2857,0.4211,1.6036036036,2.7,0.0630630630631,375,203,0.800736,0.959823,1.013072,5.333333,0.8196,0.8375
lyrics00121,Gemini,1.0,1.8108,0.6667,1.61666666667,2.85185185185,0.0166666666667,239,126,0.786316,0.969273,1.040816,10.041841,0.6734,0.8209
lyrics00122,Gemini,0.8182,1.7667,0.6364,1.38888888889,2.73913043478,0.037037037037,204,114,0.785677,0.971171,1.044444,10.784314,0.6431,0.798
lyrics00123,Gemini,0.7,2.5385,0.6,1.375,2.40909090909,0.0,195,118,0.745616,0.942229,1.03367,5.641026,0.6533,0.797
lyrics00124,Gemini,0.8889,1.5676,0.7778,1.5,2.46428571429,0.0,199,120,0.781333,0.963367,1.02,8.040201,0.5689,0.8027
lyrics00125,Gemini,0.7778,1.9,0.2222,1.89583333333,2.26086956522,0.208333333333,193,116,0.766667,0.961824,1.023529,7.772021,0.7038,0.8361
lyrics00126,Gemini,0.8571,1.9583,0.7143,1.70833333333,2.26315789474,0.0,171,113,0.800492,0.962495,1.02381,6.432749,0.7399,0.8252
lyrics00127,Gemini,0.6875,1.3654,0.625,1.46052631579,2.2972972973,0.0263157894737,279,157,0.785478,0.967025,1.063492,10.035842,0.8378,0.8362
lyrics00128,Gemini,0.8,2.3333,0.7,1.6,2.5,0.04,183,99,0.737612,0.942693,1.052632,7.103825,0.841,0.8218
lyrics00129,Gemini,0.75,1.619,0.5,1.8125,2.17647058824,0.03125,125,87,0.796316,0.967341,1.030769,8.0,0.7202,0.8287
lyrics00130,Gemini,0.8333,1.9167,0.3333,1.53488372093,2.47058823529,0.046511627907,156,98,0.79514,0.966686,1.027397,5.769231,0.8115,0.8233
lyrics00131,Gemini,0.8333,2.5312,0.75,1.45569620253,2.75,0.0253164556962,253,138,0.766569,0.940043,1.075472,5.928854,0.7185,0.8296
lyrics00132,Gemini,1.0,1.2222,0.6923,1.47058823529,2.73529411765,0.0,252,140,0.80601,0.972272,1.018519,10.31746,0.7937,0.8245
lyrics00133,Gemini,0.381,3.12,0.4286,1.796875,2.58139534884,0.046875,467,202,0.80311,0.963787,1.060429,7.922912,0.8053,0.827
lyrics00134,Gemini,0.8333,2.3846,0.75,1.89285714286,2.8,0.0535714285714,212,117,0.780491,0.961264,1.104396,10.849057,0.5967,0.7994
lyrics00135,Gemini,1.0,2.1515,0.5333,1.76811594203,2.57142857143,0.0289855072464,265,150,0.770278,0.962572,1.033058,8.679245,0.6405,0.801
lyrics00136,Gemini,0.9,1.9667,0.9,1.65,2.66666666667,0.0,219,134,0.821412,0.972186,1.036697,6.849315,0.5961,0.7937
lyrics00137,Gemini,0.3333,2.0556,0.3333,1.65671641791,2.125,0.0746268656716,247,157,0.823434,0.964007,1.033898,4.453441,0.8582,0.8599
lyrics00138,Gemini,1.0,1.5333,0.4167,1.47222222222,2.5,0.0,267,136,0.766514,0.9692,1.057143,11.610487,0.6499,0.7977
lyrics00139,Gemini,0.75,2.1944,0.75,1.28947368421,2.64516129032,0.0,264,131,0.762512,0.953419,1.087963,7.19697,0.6538,0.8159
lyrics00140,Gemini,1.0,2.0,0.5556,1.61538461538,2.68181818182,0.0576923076923,201,116,0.783947,0.965535,1.103261,7.462687,0.6847,0.8088
lyrics00141,Gemini,1.0,1.7333,0.5556,1.42307692308,2.57692307692,0.0384615384615,195,112,0.788767,0.964983,1.041667,7.692308,0.6978,0.8117
lyrics00142,Gemini,0.6087,2.5577,0.6522,1.38738738739,2.69565217391,0.108108108108,388,206,0.795634,0.963767,1.056213,8.762887,0.8545,0.8602
lyrics00143,Gemini,0.9167,2.9394,0.75,1.73255813953,2.42857142857,0.046511627907,311,162,0.767481,0.959064,1.046154,7.073955,0.7706,0.8341
lyrics00144,Gemini,0.8667,1.7692,0.2667,1.47872340426,2.37142857143,0.0106382978723,316,147,0.766292,0.956622,1.0,7.278481,0.6562,0.7889
lyrics00145,Gemini,0.8182,2.1429,0.7273,1.64516129032,2.61904761905,0.0,209,128,0.76625,0.96421,1.0,8.61244,0.6815,0.7921
lyrics00146,Gemini,0.7,1.5333,0.8,1.47222222222,2.44827586207,0.0138888888889,240,134,0.773613,0.963011,1.072072,8.75,0.7562,0.8153
lyrics00147,Gemini,0.85,2.1077,0.6,1.6106870229,2.38181818182,0.0687022900763,479,268,0.801395,0.966251,1.052174,8.559499,0.7248,0.8006
lyrics00148,Gemini,0.8,1.9167,1.0,1.4,2.15789473684,0.02,156,102,0.768411,0.952848,1.097403,6.410256,0.762,0.8249
lyrics00149,Gemini,0.4615,2.1053,0.3846,1.52112676056,2.55172413793,0.056338028169,257,153,0.810769,0.970383,1.016393,7.003891,0.7895,0.8128
lyrics00150,Gemini,0.8,3.814,0.45,1.69841269841,2.54054054054,0.222222222222,431,238,0.797435,0.959262,1.029851,5.800464,0.7451,0.8406
lyrics00151,Gemini,0.875,1.6897,0.75,1.79069767442,2.8,0.116279069767,191,124,0.828028,0.97455,1.059783,9.424084,0.6956,0.8332
lyrics00152,Gemini,1.0,1.7097,0.5714,1.625,2.71428571429,0.107142857143,208,127,0.828805,0.973952,1.015152,7.692308,0.7698,0.8069
lyrics00153,Gemini,0.9474,2.5814,0.5263,1.6380952381,2.53658536585,0.047619047619,359,182,0.740968,0.946929,1.023026,6.685237,0.7779,0.8173
lyrics00154,Gemini,0.5,2.2308,0.5714,1.56862745098,2.72222222222,0.137254901961,365,204,0.818165,0.973496,1.025974,7.123288,0.8828,0.8644
lyrics00155,Gemini,0.75,2.4792,0.625,1.61764705882,2.53846153846,0.0980392156863,391,201,0.813099,0.963695,1.013072,6.138107,0.7805,0.8314
lyrics00156,Gemini,1.0,2.0833,0.5556,1.7,2.29166666667,0.06,194,115,0.772966,0.957882,1.061111,6.701031,0.8192,0.8283
lyrics00157,Gemini,0.5,1.6,0.5,1.40845070423,2.22222222222,0.0845070422535,241,137,0.776354,0.962169,1.019231,9.543568,0.7923,0.8299
lyrics00158,Gemini,0.8,2.0,1.0667,1.5612244898,2.69047619048,0.0918367346939,354,178,0.83082,0.979818,1.028777,10.451977,0.7793,0.8254
lyrics00159,Gemini,0.8571,2.7778,0.5,1.74025974026,2.75862068966,0.142857142857,284,146,0.8,0.961967,1.03003,6.690141,0.8142,0.8585
lyrics00160,Gemini,0.7143,1.5556,0.5,1.54411764706,2.35483870968,0.102941176471,251,147,0.821089,0.975601,1.070175,6.772908,0.7565,0.8249
lyrics00161,Gemini,0.7778,1.439,1.1111,1.453125,2.66666666667,0.0,238,141,0.770582,0.966328,1.04955,10.084034,0.7709,0.8299
lyrics00162,Gemini,0.9231,2.6207,0.4615,1.7397260274,2.41379310345,0.041095890411,269,163,0.785364,0.964617,1.015504,8.178439,0.8224,0.8401
lyrics00163,Gemini,0.6667,1.5238,0.3333,2.0,2.16666666667,0.0606060606061,135,89,0.833721,0.977935,1.0,8.148148,0.8421,0.8529
lyrics00164,Gemini,0.8667,1.9828,0.5333,1.83333333333,2.44444444444,0.114583333333,392,233,0.830262,0.973495,1.032432,7.397959,0.8324,0.8215
lyrics00165,Gemini,0.4667,2.0426,0.4667,1.52747252747,2.18421052632,0.032967032967,326,182,0.76426,0.955992,1.0,7.361963,0.8257,0.8369
lyrics00166,Gemini,1.0,2.1875,1.0,1.59016393443,2.85714285714,0.016393442623,232,122,0.758142,0.955658,1.020202,8.189655,0.6908,0.7953
lyrics00167,Gemini,0.8333,2.05,0.3333,1.59523809524,2.30769230769,0.0,143,95,0.808511,0.965963,1.054795,7.692308,0.8294,0.8271
lyrics00168,Gemini,0.7778,1.9211,0.4444,1.6,2.27586206897,0.0571428571429,249,133,0.7845,0.963232,1.0,8.433735,0.809,0.8228
lyrics00169,Gemini,0.75,1.2174,0.25,1.6,2.46666666667,0.0,118,73,0.767246,0.961782,1.0,7.627119,0.6222,0.8233
lyrics00170,Gemini,0.8,1.7917,1.0,1.83333333333,2.42105263158,0.047619047619,157,102,0.798889,0.956433,1.052632,5.095541,0.6373,0.8068
lyrics00171,Gemini,0.85,1.7174,0.3,1.49367088608,2.51282051282,0.0,300,138,0.74502,0.962802,1.036697,10.0,0.6703,0.7906
lyrics00172,Gemini,0.9286,2.2051,0.5714,1.67532467532,2.47058823529,0.025974025974,290,154,0.779419,0.964456,1.037037,8.62069,0.7385,0.8091
lyrics00173,Gemini,0.625,1.5152,0.5,2.08695652174,2.29166666667,0.130434782609,195,111,0.790411,0.967281,1.072289,10.769231,0.8111,0.8445
lyrics00174,Gemini,0.8333,1.9565,0.5833,1.85333333333,2.09677419355,0.133333333333,290,159,0.800996,0.96988,1.058594,8.62069,0.7716,0.82
lyrics00175,Gemini,0.9,2.76,0.3,2.12280701754,2.61904761905,0.245614035088,230,131,0.787403,0.961212,1.0,6.086957,0.8452,0.8615
